id,Name,Gender,Language,Meaning,,,,
1784,Dattey,Boy,Tamil,Lord Indra,,,,
1785,Daya,Boy,Tamil,mercy,,,,
1786,Dayaal,Boy,Tamil,kind hearted,,,,
1787,Dayakar,Boy,Tamil,Merciful Lord Shiva,,,,
1788,Dayamay,Boy,Tamil,full of mercy,,,,
1789,Dayanand,Boy,Tamil,one who likes being merciful or kind,,,,
1790,Dayanand,Boy,Tamil,who takes joy in being merciful,,,,
1791,Dayanidhi,Boy,Tamil,kind person,,,,
1792,Dayaram,Boy,Tamil,Merciful,,,,
1793,Dayasagar,Boy,Tamil,"extremely kind, sea of mercy",,,,
1794,Dayashankar,Boy,Tamil,Merciful Lord Shiva,,,,
1795,Dayaswarup,Boy,Tamil,merciful,,,,
1797,Debashish,Boy,Tamil,Pleased by godsq,,,,
1798,Debjit,Boy,Tamil,One who has conquered Gods,,,,
1799,Deenabandhu,Boy,Tamil,friend of the poor,,,,
1800,Deenadayaal,Boy,Tamil,humble and merciful,,,,
1801,Deenanath,Boy,Tamil,lord of the poor,,,,
1802,Deenbabdhu,Boy,Tamil,brother ( or helper) of poor people,,,,
1803,Deenbabdhu,Boy,Tamil,brother of poor people,,,,
1804,Deendayal,Boy,Tamil,one who has mercy on the downtrodden or poor,,,,
1805,Deep,Boy,Tamil,a lamp,,,,
1806,Deepak,Boy,Tamil,"lamp, kindle",,,,
1807,Deepak,Boy,Tamil,"light, candle",,,,
1808,Deepan,Boy,Tamil,lighting up,,,,
1809,Deepankar,Boy,Tamil,one who lights lamps,,,,
1810,Deepankar,Boy,Tamil,one who lights the lamp,,,,
1811,Deependra,Boy,Tamil,Lord of light,,,,
1812,Deependra,Boy,Tamil,lord of lights,,,,
1813,Deependu,Boy,Tamil,bright moon,,,,
1814,Deependu,Boy,Tamil,moon,,,,
1815,Deepesh,Boy,Tamil,lord of light,,,,
1816,Deepesh,Boy,Tamil,"Lord of light , sun",,,,
1817,Deepit,Boy,Tamil,lighted,,,,
1818,Deeptanshu,Boy,Tamil,"shining light, sun",,,,
1819,Deeptanshu,Boy,Tamil,the sun,,,,
1820,Deeptendu,Boy,Tamil,bright moon,,,,
1821,Deeptendu,Boy,Tamil,shining moon,,,,
1822,Deeptiman,Boy,Tamil,lustrous,,,,
1823,Deeptimoy,Boy,Tamil,lustrous,,,,
1824,Dehabhuj,Boy,Tamil,Another name for lord Shiva,,,,
1825,Dev,Boy,Tamil,"god, king",,,,
1826,Devaapi,Boy,Tamil,an ancient king,,,,
1827,Devabrata,Boy,Tamil,a name of Bhishma,,,,
1828,Devadas,Boy,Tamil,follower of god,,,,
1829,Devadatt,Boy,Tamil,gift of the God,,,,
1830,Devadeva,Boy,Tamil,Lord of All Lords,,,,
1831,Devadutt,Boy,Tamil,gift from God,,,,
1832,Devagya,Boy,Tamil,with knowledge of God,,,,
1833,Devaj,Boy,Tamil,From God,,,,
1834,Devajuta,Boy,Tamil,The one with the Good,,,,
1835,Devajyoti,Boy,Tamil,brightness of the lord,,,,
1836,Devak,Boy,Tamil,Divine,,,,
1837,Devakeenandan,Boy,Tamil,name of Lord Krishna,,,,
1838,Devakumar,Boy,Tamil,son of a god,,,,
1839,Deval,Boy,Tamil,name of a saint,,,,
1840,Devanand,Boy,Tamil,joy of god,,,,
1841,Devang,Boy,Tamil,part of God,,,,
1843,Devank,Boy,Tamil,Godly,,,,
1844,Devansh,Boy,Tamil,Part of God,,,,
1845,Devarshi,Boy,Tamil,Sage of the Gods,,,,
1846,Devarsi,Boy,Tamil,sage of Devas,,,,
1847,Devashish,Boy,Tamil,Blessing of God,,,,
1848,Devashish,Boy,Tamil,blessing of the Gods( Debashish ),,,,
1849,Devbrata,Boy,Tamil,Bhishma,,,,
1850,Devdarsh,Boy,Tamil,Worshipper of God,,,,
1851,Devdas,Boy,Tamil,Servant of god,,,,
1852,Devdas,Boy,Tamil,"servant of Lord , a servant of temple",,,,
1853,Devdatta,Boy,Tamil,Given by God,,,,
1854,Deveedaas,Boy,Tamil,servant of the god,,,,
1855,Devendra,Boy,Tamil,king of Gods,,,,
1857,Devendranath,Boy,Tamil,lord of the king of Gods,,,,
1858,Devesh,Boy,Tamil,God of Gods,,,,
1859,Devesh,Boy,Tamil,Lord Shiva,,,,
1860,Deveshwar,Boy,Tamil,Lord Shiva,,,,
1861,Devguru,Boy,Tamil,teacher of Gods ( Brihaspati ),,,,
1862,Devi,Boy,Tamil,Goddess,,,,
1863,Devidas,Boy,Tamil,servant (devotee) of Godess,,,,
1864,Devilaal,Boy,Tamil,son of Devi,,,,
1865,Devilal,Boy,Tamil,son of Godess,,,,
1866,Deviprasad,Boy,Tamil,gift of a Godess,,,,
1867,Deviprasad,Boy,Tamil,Gift of godess,,,,
1868,Devkinandan,Boy,Tamil,son of Devki,,,,
1869,Devkinandan,Boy,Tamil,son of Devki;(Lord Krishna),,,,
1870,Devkumar,Boy,Tamil,son of gods,,,,
1871,Devnarayan,Boy,Tamil,king,,,,
1872,Devnath,Boy,Tamil,king of gods,,,,
1873,Devpad,Boy,Tamil,Divine feet,,,,
1874,Devraaj,Boy,Tamil,"king among gods, name of Indra",,,,
1875,Devraj,Boy,Tamil,king of Gods ( Lord Indra),,,,
1876,Devrat,Boy,Tamil,Spiritual,,,,
1877,Devsena,Boy,Tamil,army of gods,,,,
1878,Devvrata,Boy,Tamil,name of an ancient king,,,,
1879,Dewansh,Boy,Tamil,Part of God,,,,
1880,Dh,Boy,Tamil,,,,,
1881,Dhairya,Boy,Tamil,Patience,,,,
1882,Dhananad,Boy,Tamil,pleasure of having wealth,,,,
1883,Dhananjay,Boy,Tamil,one who wins wealth,,,,
1884,Dhananjay,Boy,Tamil,"one who wins wealth, Lord Arjun, Lord Vishnu.",,,,
1885,Dhanapati,Boy,Tamil,lord of wealth,,,,
1886,Dhanaraj,Boy,Tamil,king of wealth ( Kuber ),,,,
1887,Dhanesh,Boy,Tamil,lord of wealth,,,,
1888,Dhanesh,Boy,Tamil,"Lord of wealth ( Kuber, Vishnu )",,,,
1889,Dhanraj,Boy,Tamil,Lord Kuber,,,,
1890,Dhansukh,Boy,Tamil,wealthy; happy,,,,
1891,Dhanush,Boy,Tamil,The Bow,,,,
1892,Dhanvant,Boy,Tamil,wealthy,,,,
1893,Dhanvantari,Boy,Tamil,doctor of Gods,,,,
1894,Dhanvin,Boy,Tamil,Lord Shiva,,,,
1895,Dhanvine,Boy,Tamil,A Name for Lord Rama,,,,
1896,Dhanya,Boy,Tamil,Giver Of Wealth. Lord Vishnu,,,,
1897,Dharamnishth,Boy,Tamil,one who has faith in religion,,,,
1898,Dharanidhar,Boy,Tamil,Sheshnaag,,,,
1899,Dharesh,Boy,Tamil,"king, Lord of land",,,,
1900,Dharitree,Boy,Tamil,the earth,,,,
1901,Dharm-mitra,Boy,Tamil,friend of religion,,,,
1902,Dharma,Boy,Tamil,law ( religious),,,,
1903,Dharma,Boy,Tamil,"religion, nature, law",,,,
1904,Dharmadaas,Boy,Tamil,servant of religion,,,,
1905,Dharmadev,Boy,Tamil,Lord of law,,,,
1906,Dharmadev,Boy,Tamil,lord of religion,,,,
1907,Dharmakeerti,Boy,Tamil,fame of religion,,,,
1908,Dharmaketu,Boy,Tamil,who upholds the right way,,,,
1909,Dharmanand,Boy,Tamil,takes pleasure religion,,,,
1910,Dharmaraaj,Boy,Tamil,king of religion,,,,
1911,Dharmaveer,Boy,Tamil,protector of religion,,,,
1912,Dharmendra,Boy,Tamil,king of religion,,,,
1913,Dharmendra,Boy,Tamil,Lord of religion,,,,
1914,Dharmendu,Boy,Tamil,light of religion,,,,
1915,Dharmesh,Boy,Tamil,Lord of religion,,,,
1916,Dharmesh,Boy,Tamil,master of religion,,,,
1917,Dharmik,Boy,Tamil,A Name for Lord Ganesha,,,,
1918,Dharmpaal,Boy,Tamil,protector of religion,,,,
1919,Dharuna,Boy,Tamil,a rishi,,,,
1920,Dhatri,Boy,Tamil,a son of Vishnu/Lakshmi,,,,
1921,Dhaval,Boy,Tamil,fair complexioned,,,,
1923,Dheeman,Boy,Tamil,intelligent,,,,
1924,Dheemant,Boy,Tamil,wise; intelligent,,,,
1925,Dheer,Boy,Tamil,tolerant,,,,
1926,Dheeraj,Boy,Tamil,bravery,,,,
1927,Dheeraj,Boy,Tamil,"patience, consolation",,,,
1928,Dheerandra,Boy,Tamil,god of courage,,,,
1929,Dhilan,Boy,Tamil,,,,,
1930,Dhimant,Boy,Tamil,Intelligent,,,,
1931,Dhiraj,Boy,Tamil,Patience,,,,
1932,Dhiren,Boy,Tamil,One who is strong,,,,
1933,Dhiren,Boy,Tamil,"one who is strong, powerful",,,,
1934,Dhirendra,Boy,Tamil,Lord of the brave,,,,
1936,Dhritiman,Boy,Tamil,patient,,,,
1937,Dhrupad,Boy,Tamil,Lord Krishna,,,,
1938,Dhruv,Boy,Tamil,"pole star, unperturbed",,,,
1939,Dhruv,Boy,Tamil,the polar star,,,,
1940,Dhuha,Boy,Tamil,forenoon,,,,
1941,Dhyanesh,Boy,Tamil,meditative,,,,
1942,Dhyaneshwar,Boy,Tamil,Lord of meditation,,,,
1943,Digambar,Boy,Tamil,unencumbered,,,,
1944,Digamber,Boy,Tamil,"nacked, Lord Shiva",,,,
1945,Digant,Boy,Tamil,horizon,,,,
1946,Digvastra,Boy,Tamil,Sky Clad,,,,
1947,Digvijay,Boy,Tamil,who is victorious over everyone,,,,
1948,Dikshan,Boy,Tamil,initiation,,,,
1949,Dilawar,Boy,Tamil,brave,,,,
1950,Dilber,Boy,Tamil,lover,,,,
1951,Dileep,Boy,Tamil,king of the solar race,,,,
1952,Dilip,Boy,Tamil,"A king, ancestor of Rama",,,,
1953,Dilip,Boy,Tamil,"King, ancestor of Lord Rama",,,,
1954,Dinakar,Boy,Tamil,the sun,,,,
1955,Dinanath,Boy,Tamil,protector,,,,
1956,Dinanath,Boy,Tamil,saviour of the downtrodden or poor,,,,
1957,Dinar,Boy,Tamil,gold coin,,,,
1958,Dindayal,Boy,Tamil,kind to the poor,,,,
1959,Dinendra,Boy,Tamil,"lord of the day, the sun",,,,
1960,Dinesh,Boy,Tamil,"sun, God of the day",,,,
1961,Dinesh,Boy,Tamil,the sun,,,,
1962,Dinkar,Boy,Tamil,sun,,,,
1963,Dinpal,Boy,Tamil,sun,,,,
1964,Dipal,Boy,Tamil,"diya, light",,,,
1965,Dipen,Boy,Tamil,Lord of the lamp,,,,
1966,Dipendu,Boy,Tamil,Moon,,,,
1967,Dipesh,Boy,Tamil,Lord of light,,,,
1968,Diptanshu,Boy,Tamil,Sun,,,,
1969,Divaakar,Boy,Tamil,the sun,,,,
1970,Divakar,Boy,Tamil,sun,,,,
1971,Divit,Boy,Tamil,Immortal,,,,
1972,Divyanshu,Boy,Tamil,"divine light, sun",,,,
1973,Divyendu,Boy,Tamil,bright moon,,,,
1974,Divyendu,Boy,Tamil,the moon,,,,
1975,Divyesh,Boy,Tamil,sun,,,,
1977,Dron,Boy,Tamil,prominent Mahabharata character,,,,
1978,Drupad,Boy,Tamil,"a king, father of draupadi",,,,
1979,Dulal,Boy,Tamil,Loved one,,,,
1980,Duranjaya,Boy,Tamil,a heroic son,,,,
1982,Durga,Boy,Tamil,unreachable,,,,
1983,Durgadas,Boy,Tamil,servant ( a devotee ) of Godess Durga,,,,
1984,Durgadutt,Boy,Tamil,gift from Godess Durga,,,,
1986,Durgesh,Boy,Tamil,Lord of fort,,,,
1987,Durgesh,Boy,Tamil,lord of forts,,,,
1988,Durijesh,Boy,Tamil,Moon,,,,
1989,Durja,Boy,Tamil,the Invincible,,,,
1990,Durjaya,Boy,Tamil,Difficult to conquer,,,,
1991,Durjaya,Boy,Tamil,"difficult to conquer, Lord Vishnu",,,,
1992,Durmada,Boy,Tamil,,,,,
1993,Durvish,Boy,Tamil,one who cannot be affected by poison (Lord Shiva),,,,
1994,Durvish,Boy,Tamil,who cannot be affected by poison,,,,
1995,Dushyant,Boy,Tamil,name of a King,,,,
1996,Dvimidha,Boy,Tamil,,,,,
1997,Dwaipayan,Boy,Tamil,the sage Vyasa,,,,
1998,Dwaraka,Boy,Tamil,Lord Krishna's kingdom,,,,
1999,Dwarakadas,Boy,Tamil,servant of Dwaraka,,,,
2000,Dwarakanath,Boy,Tamil,"lord of Dwaraka, Krishna",,,,
2001,Dwarkadhish,Boy,Tamil,ruler of Dwarka (Lord Krishna),,,,
2002,Dwarkanath,Boy,Tamil,Lord of Dwarka (Lord Krishna),,,,
2003,Dwijaraj,Boy,Tamil,king of brahmins; the moon,,,,
2004,Dwijendra,Boy,Tamil,king of brahmins; the moon,,,,
2005,Dwijendra,Boy,Tamil,moon,,,,
2006,Dwijesh,Boy,Tamil,Lord of brahmins,,,,
2007,Dwijesh,Boy,Tamil,moon,,,,
2008,Dyumani,Boy,Tamil,Lord Shiva,,,,
2009,Dyumna,Boy,Tamil,glorious,,,,
2010,Daksha,Girl,Tamil,Earth; Wife of Lord Shiva,,,,
2011,Dakshayani,Girl,Tamil,Goddess Durga,,,,
2012,Dalaja,Girl,Tamil,Honey,,,,
2013,Damini,Girl,Tamil,Lightning,,,,
2015,Damyanti,Girl,Tamil,Beautiful,,,,
2016,Darika,Girl,Tamil,Maiden,,,,
2018,Darpana,Girl,Tamil,Mirror,,,,
2019,Darshana,Girl,Tamil,Observation,,,,
2020,Daya,Girl,Tamil,"Kindness, mercy, pity",,,,
2021,Daya,Girl,Tamil,"grace, kindness, pity, mercy",,,,
2022,Dayamayi,Girl,Tamil,Merciful,,,,
2023,Dayanita,Girl,Tamil,Merciful,,,,
2024,Dayita,Girl,Tamil,Beloved,,,,
2026,Deborah,Girl,Tamil,Queen Bee,,,,
2027,Deekshaa,Girl,Tamil,,,,,
2028,Deekshita,Girl,Tamil,,,,,
2029,Deena,Girl,Tamil,,,,,
2030,Deepa,Girl,Tamil,A lamp,,,,
2031,Deepa,Girl,Tamil,lamp,,,,
2032,Deepakala,Girl,Tamil,evening time,,,,
2033,Deepakala,Girl,Tamil,evening time (time to light lamps),,,,
2034,Deepal,Girl,Tamil,Light,,,,
2035,Deepali,Girl,Tamil,Collection of lamps,,,,
2037,Deepaprabha,Girl,Tamil,light of lamps,,,,
2038,Deepashikha,Girl,Tamil,the flame of a lamp,,,,
2039,Deepavati,Girl,Tamil,a raagini which is a hybrid of Deepak,,,,
2040,Deepavati,Girl,Tamil,a raagini which is a hybrid of Deepak & Goddess Saraswati,,,,
2041,Deepika,Girl,Tamil,A little light,,,,
2042,Deepika,Girl,Tamil,"little light, a raagini used in Indian music",,,,
2043,Deepshika,Girl,Tamil,Lamp,,,,
2044,Deepta,Girl,Tamil,"luminous, glowing, bright",,,,
2045,Deepti,Girl,Tamil,"Glow, shine",,,,
2047,Deeta,Girl,Tamil,A Name for Goddess Lakshmi,,,,
2048,Deetya,Girl,Tamil,Answer of Prayers,,,,
2049,Deleena,Girl,Tamil,Good Looking,,,,
2050,Demira,Girl,Tamil,Devotee of Lord Krishna,,,,
2051,Desna,Girl,Tamil,Offering,,,,
2052,Devakali,Girl,Tamil,name of a Indian Music raagini,,,,
2054,Devaki,Girl,Tamil,Mother of Krishna,,,,
2055,Devaki,Girl,Tamil,mother of Lord Krishna,,,,
2056,Devakiri,Girl,Tamil,name of a raagini,,,,
2057,Devangi,Girl,Tamil,Like a Goddess,,,,
2058,Devani,Girl,Tamil,,,,,
2059,Devanshi,Girl,Tamil,Divine,,,,
2060,Devapriya,Girl,Tamil,Dear to the Gods,,,,
2061,Devashree,Girl,Tamil,Goddess Lakshmi,,,,
2062,Devashri,Girl,Tamil,"Goddess Lakshmi, yagya, divine beauty",,,,
2063,Deveshi,Girl,Tamil,Goddess Durga,,,,
2064,Devi,Girl,Tamil,Goddess,,,,
2065,Devika,Girl,Tamil,Goddess,,,,
2066,Devina,Girl,Tamil,Like a Goddess,,,,
2067,Devishi,Girl,Tamil,Chief of the Goddesses,,,,
2068,Devkanya,Girl,Tamil,Divine damsel,,,,
2069,Devki,Girl,Tamil,Lord Krishna's mother,,,,
2070,Devmani,Girl,Tamil,Divine Gift,,,,
2071,Devna,Girl,Tamil,Godly,,,,
2072,Devyani,Girl,Tamil,Like a Goddess,,,,
2073,Dhanashri,Girl,Tamil,name of a raagini,,,,
2074,Dhanishta,Girl,Tamil,name of a nakshatra,,,,
2075,Dhanvanti,Girl,Tamil,Holding wealth,,,,
2076,Dhanvi,Girl,Tamil,Money,,,,
2077,Dhanya,Girl,Tamil,Thankful; Lucky,,,,
2078,Dhanyata,Girl,Tamil,"Success, fulfilment",,,,
2079,Dhanyata,Girl,Tamil,"success, fulfillment",,,,
2080,Dhara,Girl,Tamil,Constant flow,,,,
2081,Dhara,Girl,Tamil,constant flow of liquid,,,,
2082,Dharini,Girl,Tamil,Earth,,,,
2084,Dharitri,Girl,Tamil,the Earth,,,,
2085,Dharmista,Girl,Tamil,,,,,
2086,Dharnitha,Girl,Tamil,Earth,,,,
2087,Dharti,Girl,Tamil,Earth,,,,
2088,Dharuna,Girl,Tamil,Supporting,,,,
2089,Dhatri,Girl,Tamil,Earth,,,,
2090,Dhatri,Girl,Tamil,"earth, Goddess Parvati",,,,
2091,Dheeptha,Girl,Tamil,Goddess Lakshmi,,,,
2092,DheivaChelvi,Girl,Tamil,Blessed girl,,,,
2093,DheivaNayagi,Girl,Tamil,,,,,
2094,DheivaVadivu,Girl,Tamil,With the likeness of God,,,,
2095,Dhinushshini Devi,Girl,Tamil,A Name for Goddess Durga,,,,
2096,Dhlriti,Girl,Tamil,"Courage, morale",,,,
2097,Dhriti,Girl,Tamil,Patience,,,,
2098,Dhriti,Girl,Tamil,"courage, morale",,,,
2099,Dhruti,Girl,Tamil,Motion,,,,
2100,Dhruva,Girl,Tamil,Star,,,,
2101,Dhruvi,Girl,Tamil,Firm,,,,
2102,Dhruvika,Girl,Tamil,Firmly fixed,,,,
2103,Dhuti,Girl,Tamil,,,,,
2104,Dhwani,Girl,Tamil,Melody; Music,,,,
2105,Dhyana,Girl,Tamil,Meditation,,,,
2106,Dhyuti,Girl,Tamil,"Full of splendor, Lord Krishna",,,,
2107,Digambari,Girl,Tamil,Goddess Durga,,,,
2108,Diksha,Girl,Tamil,Initiation,,,,
2109,Dipali,Girl,Tamil,Lamps,,,,
2110,Dipashri,Girl,Tamil,Lamp,,,,
2111,Dipti,Girl,Tamil,Brightness,,,,
2112,Disha,Girl,Tamil,Direction,,,,
2113,Dishi,Girl,Tamil,Direction,,,,
2114,Dishita,Girl,Tamil,Focus Diti,,,,
2115,Divija,Girl,Tamil,Born in Heaven,,,,
2116,Divya,Girl,Tamil,"Divine, Heavenly, brilliant",,,,
2117,Divya,Girl,Tamil,"heavenly, brilliant, extraordinary",,,,
2118,Divyana,Girl,Tamil,Divine,,,,
2119,Divyanshi,Girl,Tamil,Part of a divine power,,,,
2120,Diya,Girl,Tamil,Lamp,,,,
2121,Draupadi,Girl,Tamil,wife of pandavas,,,,
2122,Drisana,Girl,Tamil,daughter of the sun,,,,
2123,Drishti,Girl,Tamil,Sight,,,,
2124,Drishya,Girl,Tamil,Sight,,,,
2125,Dristi,Girl,Tamil,Sight,,,,
2127,Druti,Girl,Tamil,Softened,,,,
2128,Durga,Girl,Tamil,Parvati,,,,
2129,Durga,Girl,Tamil,Goddess Parvati,,,,
2130,Durriya,Girl,Tamil,Expensive pearl,,,,
2131,Durva,Girl,Tamil,A medicinal herb,,,,
2132,Dyumna,Girl,Tamil,Glorious,,,,
2133,Dyuti,Girl,Tamil,"Full of splendor, Light",,,,
2134,Eashan,Boy,Tamil,Lord Vishnu,,,,
2135,Edi,Boy,Tamil,Herb,,,,
2136,Ednit,Boy,Tamil,Evolved,,,,
2137,Eeshwar,Boy,Tamil,God,,,,
2138,Eha,Boy,Tamil,Lord Vishnu,,,,
2139,Ehimay,Boy,Tamil,All pervasive,,,,
2140,Eka,Boy,Tamil,Lord Vishnu,,,,
2141,Ekaaksh,Boy,Tamil,"one eyed, Shiva",,,,
2142,Ekaakshara,Boy,Tamil,A Name for Lord Ganesha,,,,
2143,Ekaant,Boy,Tamil,soliltary,,,,
2144,Ekaatmaa,Boy,Tamil,"oneself, alone",,,,
2145,Ekachakra,Boy,Tamil,son of Kashyapa,,,,
2146,Ekadant,Boy,Tamil,Lord Ganesh,,,,
2147,Ekagrah,Boy,Tamil,Focussed,,,,
2148,Ekaksha,Boy,Tamil,Lord Shiva,,,,
2149,Ekalavya,Boy,Tamil,a pupil of Dronaachaarya,,,,
2150,Ekaling,Boy,Tamil,name of Lord Shiva,,,,
2151,Ekalinga,Boy,Tamil,Lord Shiva,,,,
2152,Ekambar,Boy,Tamil,sky,,,,
2153,Ekana,Boy,Tamil,Lord Vishnu,,,,
2154,Ekanath,Boy,Tamil,king,,,,
2155,Ekanga,Boy,Tamil,a bodyguard,,,,
2156,Ekanga,Boy,Tamil,bogyguard,,,,
2157,Ekani,Boy,Tamil,One,,,,
2158,Ekansh,Boy,Tamil,Whole,,,,
2159,Ekapad,Boy,Tamil,Lord Shiva,,,,
2160,Ekaraj,Boy,Tamil,Emperor,,,,
2161,Ekavir,Boy,Tamil,Bravest of the brave,,,,
2162,Ekavira,Boy,Tamil,Lord Shiva's daughter,,,,
2163,Ekayavan,Boy,Tamil,The Wise One,,,,
2164,Ekbal,Boy,Tamil,Dignity,,,,
2165,Eklavya,Boy,Tamil,Student who learned Bow by watching,,,,
2166,Eknath,Boy,Tamil,a famous poet-saint of India,,,,
2167,Eknath,Boy,Tamil,"Poet, saint",,,,
2168,Ekodar,Boy,Tamil,brother,,,,
2169,Ekram,Boy,Tamil,honour,,,,
2170,Esh,Boy,Tamil,God,,,,
2171,Eshaan,Boy,Tamil,Desiring and wishing,,,,
2172,Eshwar,Boy,Tamil,God,,,,
2173,Eshwardutt,Boy,Tamil,gift of God,,,,
2174,Etash,Boy,Tamil,Luminous,,,,
2175,Ettan,Boy,Tamil,Breath,,,,
2176,Evyavan,Boy,Tamil,Lord Vishnu,,,,
2177,Ecchumati,Girl,Tamil,A river,,,,
2178,Edha,Girl,Tamil,Sacred,,,,
2179,Eesha,Girl,Tamil,Goddess Parvati;Purity,,,,
2180,Eila,Girl,Tamil,the Earth,,,,
2181,Eiravati,Girl,Tamil,"lightening, Ravi river",,,,
2182,Ekaa,Girl,Tamil,Goddess Durga,,,,
2183,Ekaja,Girl,Tamil,only child,,,,
2184,Ekani,Girl,Tamil,One,,,,
2185,Ekanta,Girl,Tamil,Devoted girl,,,,
2186,Ekantika,Girl,Tamil,singly focussed,,,,
2187,Ekaparnika,Girl,Tamil,Goddess Durga,,,,
2188,Ekta,Girl,Tamil,Unity,,,,
2189,Ela,Girl,Tamil,Earth,,,,
2190,ElamPirai,Girl,Tamil,Young Crescent,,,,
2191,Elavarasi,Girl,Tamil,Princess,,,,
2192,Elil,Girl,Tamil,Beauty,,,,
2193,Elilammal,Girl,Tamil,Beautiful Girl,,,,
2194,ElilArasi,Girl,Tamil,Beautiful,,,,
2195,ElilChelvi,Girl,Tamil,Beautiful Girl,,,,
2196,Elili,Girl,Tamil,Beautiful,,,,
2197,ElilKani,Girl,Tamil,Beautiful as a Fruit,,,,
2198,Elilmangai,Girl,Tamil,Beautiful Girl,,,,
2199,ElilMani,Girl,Tamil,Beautiful Gem,,,,
2200,Elilnangai,Girl,Tamil,Beautiful Girl,,,,
2201,ElilVili,Girl,Tamil,Beautiful Eyes,,,,
2202,Elina,Girl,Tamil,"pure, intelligent",,,,
2203,Elisai,Girl,Tamil,Seven Musical Notes,,,,
2204,ElisaiChelvi,Girl,Tamil,Seven Musical Notes,,,,
2205,ElisaiValli,Girl,Tamil,Seven Musical Notes,,,,
2206,Esha,Girl,Tamil,Desires and Pleasures,,,,
2207,Eta,Girl,Tamil,Luminous,,,,
2208,Falguni,Girl,Tamil,Beautiful,,,,
2209,Firaki,Girl,Tamil,,,,,
2210,Forum,Girl,Tamil,Fragarance,,,,
2211,Fulki,Girl,Tamil,Spark,,,,
2212,Fullan,Girl,Tamil,Blooming,,,,
2213,Fulmala,Girl,Tamil,Garland,,,,
2214,Gadhadhar,Boy,Tamil,name of lord Vishnu,,,,
2215,Gadin,Boy,Tamil,Lord Krishna,,,,
2216,Gagan,Boy,Tamil,"Sky, heaven",,,,
2217,Gagan,Boy,Tamil,"the sky, heaven",,,,
2218,Gagandeep,Boy,Tamil,A lamp in the sky.,,,,
2219,Gaganvihari,Boy,Tamil,One who stays in heaven,,,,
2220,Gagnesh,Boy,Tamil,Lord Shiva,,,,
2221,Gajaadhar,Boy,Tamil,who can command an elephant,,,,
2222,Gajanan,Boy,Tamil,one with an elephant face ( Lord Ganesh),,,,
2223,Gajanan,Boy,Tamil,One with elephant face,,,,
2224,Gajanand,Boy,Tamil,Lord Ganesh,,,,
2225,Gajbaahu,Boy,Tamil,who has strength of an elephant,,,,
2226,Gajdant,Boy,Tamil,"elephant teeth, Ganesha",,,,
2227,Gajendra,Boy,Tamil,Elephant king,,,,
2228,Gajendra,Boy,Tamil,elephant king (Lord Airavat),,,,
2229,Gajendranath,Boy,Tamil,owner of Gajendra,,,,
2230,Gajendranath,Boy,Tamil,owner of Gajendra (Lord Indra),,,,
2231,Gajkaran,Boy,Tamil,like ears of elephant,,,,
2232,Gajpati,Boy,Tamil,"master of elephant, Ganesha",,,,
2233,Gajrup,Boy,Tamil,Lord Ganesh,,,,
2234,Gajvadan,Boy,Tamil,name of Lord Ganesha,,,,
2235,Gambheer,Boy,Tamil,"deep, serious",,,,
2236,Ganak,Boy,Tamil,an astrologer,,,,
2237,Ganapati,Boy,Tamil,Lord Ganesh,,,,
2238,Ganaraj,Boy,Tamil,Lord of the clan,,,,
2240,Gandhaa,Boy,Tamil,a sweet smelling,,,,
2241,Gandharaj,Boy,Tamil,"king of scent , Sandal",,,,
2242,Gandharv,Boy,Tamil,master in musicGandhi Sun,,,,
2243,Gandharva,Boy,Tamil,musicians of Gods,,,,
2244,Gandhik,Boy,Tamil,Fragrance,,,,
2245,Gandiva,Boy,Tamil,The bow of Arjuna,,,,
2246,Ganesh,Boy,Tamil,Son of Lord Shiva,,,,
2247,Ganesh,Boy,Tamil,"son of Lord Shiva & Parwati , the elephant -headed God",,,,
2248,Gangadatt,Boy,Tamil,gift of the Ganges,,,,
2249,Gangadhar,Boy,Tamil,"one who wears Ganga (Lord Shiva), ocean",,,,
2250,Gangadhar,Boy,Tamil,Shiva,,,,
2251,Gangadutt,Boy,Tamil,gift of Ganga,,,,
2253,Gangesh,Boy,Tamil,Lord Shiva,,,,
2254,Gangesha,Boy,Tamil,Lord of Ganga.,,,,
2255,Gangeya,Boy,Tamil,Son of river Ganga,,,,
2256,Gangol,Boy,Tamil,a precious,,,,
2257,Gannaath,Boy,Tamil,an epithet of Shiva,,,,
2258,Gannon,Boy,Tamil,The God of Silence,,,,
2259,Garg,Boy,Tamil,name of a saint,,,,
2260,Garjan,Boy,Tamil,thunder,,,,
2261,Garud,Boy,Tamil,"the king of birds, falcon",,,,
2262,Gatik,Boy,Tamil,"Fast, Progressive",,,,
2263,Gaurang,Boy,Tamil,fair complexioned,,,,
2265,Gaurav,Boy,Tamil,"honor, respect, pride",,,,
2266,Gaurav,Boy,Tamil,"Honour, pride, respect",,,,
2267,Gauresh,Boy,Tamil,A Name of Lord Shiva.,,,,
2268,Gaurikant,Boy,Tamil,husband of Gauri ( Lord Shiva),,,,
2269,Gaurinandan,Boy,Tamil,son of Gauri (Lord Ganesh),,,,
2270,Gaurinandan,Boy,Tamil,"son of Gauri (Lord Ganesh, Kartikeya )",,,,
2271,Gaurinath,Boy,Tamil,Husband of Gauri ( Lord Shiva),,,,
2272,Gaurinath,Boy,Tamil,Lord Shiva,,,,
